Name,Rarity,Type,Description,Card Id,Pack Name,Set Number,PacksAwarded
Hunters' sunlight crossbow,Rare,Item,,1723,,,0
Hunting mix,Common,Item,,1724,,,0
Hydra bones,Mythic,Item,,1725,,,0
Hydra leather,Mythic,Item,,1726,,,0
Hydra tail,Rare,Item,,1727,,,0
Hydra's claw,Rare,Item,,1728,,,0
Ice element staff crown,Rare,Item,,1729,,,0
Ice plateau teleport (tablet),Uncommon,Item,,1730,,,0
Icy basalt,Uncommon,Item,,1731,,,0
Imbued heart,Legendary,Item,,1732,,,0
Immature tecu salamander,Common,Item,,1733,,,0
Imp mask,Common,Item,,1734,,,0
Imp repellent,Common,Item,,1735,,,0
Imperial rosé,Common,Item,,1736,,,0
Impling jar,Common,Item,,1737,,,0
Incomplete heavy ballista,Uncommon,Item,,1738,,,0
Incomplete light ballista,Uncommon,Item,,1739,,,0
Incomplete pizza,Common,Item,,1740,,,0
Incomplete stew,Common,Item,,1741,Humble Beginnings,,0
Infernal ashes,Mythic,Item,,1742,,,0
Infernal plate,Rare,Item,,1743,,,0
Infinity boots,Rare,Item,,1744,,,0
Infinity bottoms,Rare,Item,,1745,,,0
Infinity gloves,Rare,Item,,1746,,,0
Infinity hat,Rare,Item,,1747,,,0
Infinity top,Rare,Item,,1748,,,0
Initiate cuisse,Uncommon,Item,,1749,,,0
Initiate harness m,Uncommon,Item,,1750,,,0
Initiate hauberk,Uncommon,Item,,1751,,,0
Initiate sallet,Uncommon,Item,,1752,,,0
Inky paint,Common,Item,,1753,,,0
Inoculation bracelet,Uncommon,Item,,1754,,,0
Inquisitor's armour set,Mythic,Item,,1755,,,0
Inquisitor's great helm,Mythic,Item,,1756,,,0
Inquisitor's hauberk,Mythic,Item,,1757,,,0
Inquisitor's mace,Legendary,Item,,1758,,,0
Inquisitor's plateskirt,Mythic,Item,,1759,,,0
Insect repellent,Common,Item,,1760,,,0
Insulated boots,Common,Item,,1761,Mages of the Shore,,0
Iorwerth camp teleport,Uncommon,Item,,1762,,,0
Irit leaf,Rare,Item,,1763,Mages of the Shore,,0
Irit potion (unf),Uncommon,Item,,1764,,,0
Irit seed,Rare,Item,,1765,Jewel of Misthalin,,0
Irit tar,Common,Item,,1766,,,0
Iron 2h sword,Common,Item,,1767,Mages of the Shore,,0
Iron arrow,Common,Item,,1768,Humble Beginnings,,0
Iron arrowtips,Common,Item,,1769,Humble Beginnings,,0
Iron axe,Common,Item,,1770,Humble Beginnings,,0
Iron bar,Common,Item,,1771,Humble Beginnings,,0
Iron battleaxe,Common,Item,,1772,Humble Beginnings,,0
Iron bolts,Common,Item,,1773,Mages of the Shore,,0
Iron bolts (unf),Common,Item,,1774,Mages of the Shore,,0
Iron boots,Common,Item,,1775,Humble Beginnings,,0
Iron brutal,Common,Item,,1776,,,0
Iron cannonball,Common,Item,,1777,,,0
Iron chainbody,Common,Item,,1778,Emir’s Dominion,,0
Iron claws,Common,Item,,1779,The Concealed King,,0
Iron crossbow,Common,Item,,1780,Jewel of Misthalin,,0
Iron crossbow (u),Common,Item,,1781,Jewel of Misthalin,,0
Iron dagger,Common,Item,,1782,Humble Beginnings,,0
Iron dart,Common,Item,,1783,Shifting Sands,,0
Iron dart tip,Common,Item,,1784,Shifting Sands,,0
Iron dragon mask,Common,Item,,1785,,,0
Iron felling axe,Common,Item,,1786,,,0
Iron fire arrow,Common,Item,,1787,,,0
Iron full helm,Common,Item,,1788,Mages of the Shore,,0
Iron full helm (g),Common,Item,,1789,,,0
Iron full helm (t),Common,Item,,1790,,,0
Iron gold-trimmed set (lg),Common,Item,,1791,,,0
Iron gold-trimmed set (sk),Common,Item,,1792,,,0
Iron halberd,Common,Item,,1793,,,0
Iron hasta,Common,Item,,1794,,,0
Iron javelin,Common,Item,,1795,,,0
Iron javelin tips,Common,Item,,1796,,,0
Iron keel parts,Common,Item,,1797,,,0
Iron kiteshield,Common,Item,,1798,Humble Beginnings,,0
Iron kiteshield (g),Common,Item,,1799,,,0
Iron kiteshield (t),Common,Item,,1800,,,0
Iron knife,Common,Item,,1801,Mages of the Shore,,0
Iron limbs,Common,Item,,1802,Jewel of Misthalin,,0
Iron longsword,Common,Item,,1803,Mages of the Shore,,0
Iron mace,Common,Item,,1804,Emir’s Dominion,,0
Iron med helm,Common,Item,,1805,Humble Beginnings,,0
Iron nails,Common,Item,,1806,Jewel of Misthalin,,0
Iron ore,Common,Item,,1807,Humble Beginnings,,0
Iron pickaxe,Common,Item,,1808,Emir’s Dominion,,0
Iron platebody,Common,Item,,1809,Mages of the Shore,,0
Iron platebody (g),Common,Item,,1810,,,0
Iron platebody (t),Common,Item,,1811,,,0
Iron platelegs,Common,Item,,1812,Emir’s Dominion,,0
Iron platelegs (g),Common,Item,,1813,,,0
Iron platelegs (t),Common,Item,,1814,,,0
Iron plateskirt,Common,Item,,1815,Emir’s Dominion,,0
Iron plateskirt (g),Common,Item,,1816,,,0
Iron plateskirt (t),Common,Item,,1817,,,0
Iron scimitar,Common,Item,,1818,Emir’s Dominion,,0
Iron set (lg),Common,Item,,1819,,,0
Iron set (sk),Common,Item,,1820,,,0
Iron sickle,Common,Item,,1821,,,0
Iron spear,Common,Item,,1822,Fallen Empires,,0
Iron spit,Common,Item,,1823,,,0
Iron sq shield,Common,Item,,1824,Emir’s Dominion,,0
Iron sword,Common,Item,,1825,Humble Beginnings,,0
Iron thrownaxe,Common,Item,,1826,,,0
Iron warhammer,Common,Item,,1827,Emir’s Dominion,,0
Ironwood blowpipe,Rare,Item,,1828,,,0
Ironwood hull parts,Mythic,Item,,1829,,,0
Ironwood logs,Mythic,Item,,1830,,,0
Ironwood plank,Mythic,Item,,1831,,,0
Ironwood pyre logs,Rare,Item,,1832,,,0
Ironwood repair kit,Rare,Item,,1833,,,0
Ironwood sapling,Mythic,Item,,1834,,,0
Ironwood seed,Mythic,Item,,1835,,,0
Iwan's flyer,Common,Item,,1836,,,0
Ixcoztic white,Common,Item,,1837,,,0
Jade,Common,Item,,1838,,,0
Jade amulet,Common,Item,,1839,,,0
Jade amulet (u),Common,Item,,1840,,,0
Jade bolt tips,Common,Item,,1841,,,0
Jade bracelet,Common,Item,,1842,,,0
Jade dragon bolts,Common,Item,,1843,,,0
Jade dragon bolts (e),Common,Item,,1844,,,0
Jade machete,Common,Item,,1845,,,0
Jade necklace,Common,Item,,1846,,,0
Jade ring,Common,Item,,1847,,,0
Jaguar fur,Uncommon,Item,,1848,,,0
Jangerberries,Common,Item,,1849,,,0
Jangerberry seed,Rare,Item,,1850,Jewel of Misthalin,,0
Jar of chemicals,Common,Item,,1851,,,0
Jar of darkness,Common,Item,,1852,,,0
Jar of decay,Common,Item,,1853,,,0
Jar of dirt,Common,Item,,1854,,,0
Jar of dreams,Common,Item,,1855,,,0
Jar of eyes,Common,Item,,1856,,,0
Jar of miasma,Common,Item,,1857,,,0
Jar of sand,Common,Item,,1858,,,0
Jar of smoke,Common,Item,,1859,,,0
Jar of souls,Common,Item,,1860,,,0
Jar of spirits,Common,Item,,1861,,,0
Jar of stone,Common,Item,,1862,,,0
Jar of swamp,Common,Item,,1863,,,0
Javelin shaft,Common,Item,,1864,Jewel of Misthalin,,0
Jerboa tail,Common,Item,,1865,,,0
Jester cape,Common,Item,,1866,,,0
Jogre bones,Common,Item,,1867,,,0
Jug,Common,Item,,1868,Humble Beginnings,,0
Jug of water,Common,Item,,1869,Humble Beginnings,,0
Jug of wine,Common,Item,,1870,Mages of the Shore,,0
Jumbo squid,Rare,Item,,1871,,,0
Jungle camo legs,Common,Item,,1872,,,0
Jungle camo top,Common,Item,,1873,,,0
Jungle demon mask,Common,Item,,1874,,,0
Justiciar armour set,Mythic,Item,,1875,,,0
Justiciar chestguard,Legendary,Item,,1876,,,0
Justiciar faceguard,Legendary,Item,,1877,,,0
Justiciar legguards,Legendary,Item,,1878,,,0
Jute fibre,Common,Item,,1879,,,0
Jute seed,Common,Item,,1880,Mages of the Shore,,0
Karambwan vessel,Common,Item,,1881,,,0
Karidian disguise,Common,Item,,1882,,,0
Karil's armour set,Rare,Item,,1883,,,0
Karil's coif,Mythic,Item,,1884,,,0
Karil's crossbow,Mythic,Item,,1885,,,0
Karil's leatherskirt,Mythic,Item,,1886,,,0
Karil's leathertop,Mythic,Item,,1887,,,0
Katana,Uncommon,Item,,1888,,,0
Kebab,Common,Item,,1889,Emir’s Dominion,,0
Kebab mix,Common,Item,,1890,,,0
Kebbit bolts,Uncommon,Item,,1891,,,0
Kebbit claws,Common,Item,,1892,,,0
Kebbit spike,Common,Item,,1893,,,0
Kebbit teeth,Common,Item,,1894,,,0
Kebbit teeth dust,Common,Item,,1895,,,0
Keg of beer,Common,Item,,1896,,,0
Kettle,Common,Item,,1897,,,0
Key master teleport,Rare,Item,,1898,,,0
Kharidian headpiece,Common,Item,,1899,,,0
Kharyrll teleport (tablet),Uncommon,Item,,1900,,,0
Khazard teleport (tablet),Uncommon,Item,,1901,,,0
King worm,Common,Item,,1902,,,0
Kitchen knife,Uncommon,Item,,1903,,,0
Kitchen table (flatpack),Common,Item,,1904,,,0
Knife,Common,Item,,1905,Humble Beginnings,,0
Kodai insignia,Rare,Item,,1906,,,0
Kodai wand,Legendary,Item,,1907,,,0
Kourend castle teleport (tablet),Uncommon,Item,,1908,,,0
Kovac's grog,Uncommon,Item,,1909,,,0
Kraken colada,Common,Item,,1910,,,0
Kraken tentacle,Rare,Item,,1911,,,0
Krandorian hops,Common,Item,,1912,Humble Beginnings,,0
Krandorian seed,Common,Item,,1913,Mages of the Shore,,0
Kwuarm,Rare,Item,,1914,Knights of Saradomin,,0
Kwuarm potion (unf),Uncommon,Item,,1915,,,0
Kwuarm seed,Rare,Item,,1916,,,0
Kyatt fur,Common,Item,,1917,,,0
Kyatt hat,Uncommon,Item,,1918,,,0
Kyatt legs,Uncommon,Item,,1919,,,0
Kyatt top,Uncommon,Item,,1920,,,0
Lantadyme,Mythic,Item,,1921,Knights of Saradomin,,0
Lantadyme potion (unf),Rare,Item,,1922,,,0
Lantadyme seed,Mythic,Item,,1923,,,0
Lantern lens,Common,Item,,1924,,,0
Large adamant keel parts,Rare,Item,,1925,,,0
Large bronze keel parts,Common,Item,,1926,,,0
Large camphor hull parts,Rare,Item,,1927,,,0
Large dragon keel parts,Mythic,Item,,1928,,,0
Large iron keel parts,Common,Item,,1929,,,0
Large ironwood hull parts,Rare,Item,,1930,,,0
Large mahogany hull parts,Uncommon,Item,,1931,,,0
Large mithril keel parts,Rare,Item,,1932,,,0
Large oak bed (flatpack),Common,Item,,1933,,,0
Large oak hull parts,Common,Item,,1934,,,0
Large rosewood hull parts,Mythic,Item,,1935,,,0
Large rune keel parts,Mythic,Item,,1936,,,0
Large steel keel parts,Uncommon,Item,,1937,,,0
Large teak bed (flatpack),Uncommon,Item,,1938,,,0
Large teak hull parts,Uncommon,Item,,1939,,,0
Large wooden hull parts,Common,Item,,1940,,,0
Larran's key,Rare,Item,,1941,,,0
Larupia fur,Common,Item,,1942,,,0
Larupia hat,Common,Item,,1943,,,0
Larupia legs,Common,Item,,1944,,,0
Larupia top,Common,Item,,1945,,,0
Lassar teleport (tablet),Uncommon,Item,,1946,,,0
Lava battlestaff,Uncommon,Item,,1947,,,0
Lava dragon bones,Rare,Item,,1948,,,0
Lava dragon mask,Common,Item,,1949,,,0
Lava rune,Uncommon,Item,,1950,,,0
Lava scale,Uncommon,Item,,1951,,,0
Lava scale shard,Common,Item,,1952,,,0
Lava staff upgrade kit,Common,Item,,1953,,,0
Law rune,Uncommon,Item,,1954,Jewel of Misthalin,,0
Lead bar,Uncommon,Item,,1955,,,0
Lead ore,Uncommon,Item,,1956,,,0
Leaf-bladed battleaxe,Mythic,Item,,1957,,,0
Leaf-bladed sword,Rare,Item,,1958,,,0
Lean snail,Common,Item,,1959,,,0
Lean snail meat,Common,Item,,1960,,,0
Leaping salmon,Common,Item,,1961,,,0
Leaping sturgeon,Common,Item,,1962,,,0
Leaping trout,Common,Item,,1963,,,0
Leather,Common,Item,,1964,Emir’s Dominion,,0
Leather body,Common,Item,,1965,Emir’s Dominion,,0
Leather body (g),Common,Item,,1966,,,0
Leather boots,Common,Item,,1967,Humble Beginnings,,0
Leather chaps,Common,Item,,1968,Emir’s Dominion,,0
Leather chaps (g),Common,Item,,1969,,,0
Leather cowl,Common,Item,,1970,Emir’s Dominion,,0
Leather gloves,Common,Item,,1971,Humble Beginnings,,0
Leather vambraces,Common,Item,,1972,Emir’s Dominion,,0
Leaves,Common,Item,,1973,,,0
Left eye patch,Common,Item,,1974,,,0
Lemon,Common,Item,,1975,,,0
Lemon chunks,Common,Item,,1976,,,0
Lemon slices,Common,Item,,1977,,,0
Leprechaun hat,Common,Item,,1978,,,0
Lesser demon mask,Common,Item,,1979,,,0
Light ballista,Rare,Item,,1980,,,0
Light bow tie,Common,Item,,1981,,,0
Light frame,Uncommon,Item,,1982,,,0
Light infinity colour kit,Common,Item,,1983,,,0
Light orb,Uncommon,Item,,1984,,,0
Light trousers,Common,Item,,1985,,,0
Light tuxedo cuffs,Common,Item,,1986,,,0
Light tuxedo jacket,Common,Item,,1987,,,0
Light tuxedo shoes,Common,Item,,1988,,,0
Lightbearer,Legendary,Item,,1989,,,0
Lily of the sands,Rare,Item,,1990,,,0
Lime,Common,Item,,1991,,,0
Lime chunks,Common,Item,,1992,,,0
Lime slices,Common,Item,,1993,,,0
Limestone,Common,Item,,1994,,,0
Limestone brick,Common,Item,,1995,,,0
Limpwurt root,Common,Item,,1996,Fallen Empires,,0
Limpwurt seed,Uncommon,Item,,1997,Jewel of Misthalin,,0
Linen (Icthlarin's Little Helper),Common,Item,,1998,,,0
Linen yarn,Common,Item,,1999,,,0
Lizardkicker,Common,Item,,2000,,,0
Lizardman fang,Common,Item,,2001,,,0
Lobster,Uncommon,Item,,2002,,,0
Lobster pot,Common,Item,,2003,,,0
Lockpick,Common,Item,,2004,,,0
Locust meat,Common,Item,,2005,,,0
Log brace,Rare,Item,,2006,,,0
Logs,Common,Item,,2007,Humble Beginnings,,0
Long kebbit bolts,Uncommon,Item,,2008,,,0
Long kebbit spike,Common,Item,,2009,,,0
Longbow,Common,Item,,2010,Humble Beginnings,,0
Longbow (u),Common,Item,,2011,Humble Beginnings,,0
Loop half of key,Uncommon,Item,,2012,,,0
Looting bag note,Uncommon,Item,,2013,,,0
Lovakengj banner,Common,Item,,2014,,,0
Lovakengj hood,Common,Item,,2015,,,0
Lovakengj scarf,Common,Item,,2016,,,0
Lumberyard teleport,Rare,Item,,2017,,,0
Lumbridge graveyard teleport (tablet),Common,Item,,2018,,,0
Lumbridge teleport (tablet),Common,Item,,2019,,,0
Lunar isle teleport,Uncommon,Item,,2020,,,0
M. treasure chest (flatpack),Rare,Item,,2021,,,0
Machete,Common,Item,,2022,,,0
Mackerel,Common,Item,,2023,,,0
Mage's book,Mythic,Item,,2024,,,0
Magic bird house,Mythic,Item,,2025,,,0
Magic box,Common,Item,,2026,,,0
Magic cape rack (flatpack),Legendary,Item,,2027,,,0
Magic comp bow,Rare,Item,,2028,,,0
Magic essence mix,Common,Item,,2029,,,0
Magic fang,Rare,Item,,2030,,,0
Magic imp box pack,Common,Item,,2031,,,0
Magic leaves,Rare,Item,,2032,,,0
Magic logs,Mythic,Item,,2033,,,0
Magic longbow,Rare,Item,,2034,,,0
Magic longbow (u),Rare,Item,,2035,,,0
Magic mix,Common,Item,,2036,,,0
Magic potion,Common,Item,,2037,,,0
Magic pyre logs,Rare,Item,,2038,,,0
Magic roots,Rare,Item,,2039,,,0
Magic sapling,Mythic,Item,,2040,,,0
Magic seed,Mythic,Item,,2041,,,0
Magic shield,Rare,Item,,2042,,,0
Magic shortbow,Rare,Item,,2043,,,0
Magic shortbow (u),Rare,Item,,2044,,,0
Magic shortbow scroll,Uncommon,Item,,2045,,,0
Magic staff,Common,Item,,2046,Jewel of Misthalin,,0
Magic stock,Rare,Item,,2047,,,0
Magic stone,Mythic,Item,,2048,,,0
Magic string,Rare,Item,,2049,,,0
Magpie impling jar,Rare,Item,,2050,,,0
Magus ring,Legendary,Item,,2051,,,0
Mahogany armchair (flatpack),Uncommon,Item,,2052,,,0
Mahogany armour case (flatpack),Uncommon,Item,,2053,,,0
Mahogany bench (flatpack),Uncommon,Item,,2054,,,0
Mahogany bird house,Uncommon,Item,,2055,,,0
Mahogany bookcase (flatpack),Uncommon,Item,,2056,,,0
Mahogany cape rack (flatpack),Uncommon,Item,,2057,,,0
Mahogany dresser (flatpack),Uncommon,Item,,2058,,,0
Mahogany fancy dress box (flatpack),Uncommon,Item,,2059,,,0
Mahogany hull parts,Uncommon,Item,,2060,,,0
Mahogany logs,Rare,Item,,2061,,,0
Mahogany magic wardrobe (flatpack),Rare,Item,,2062,,,0
Mahogany plank,Uncommon,Item,,2063,Jewel of Misthalin,,0
Mahogany pyre logs,Uncommon,Item,,2064,,,0
Mahogany repair kit,Uncommon,Item,,2065,,,0
Mahogany sapling,Rare,Item,,2066,,,0
Mahogany seed,Rare,Item,,2067,,,0
Mahogany stock,Uncommon,Item,,2068,Jewel of Misthalin,,0
Mahogany table (flatpack),Uncommon,Item,,2069,,,0
Mahogany toy box (flatpack),Uncommon,Item,,2070,,,0
Mahogany wardrobe (flatpack),Uncommon,Item,,2071,,,0
Malediction shard 1,Uncommon,Item,,2072,,,0
Malediction shard 2,Uncommon,Item,,2073,,,0
Malediction shard 3,Uncommon,Item,,2074,,,0
Malediction ward,Mythic,Item,,2075,,,0
Malicious ashes,Rare,Item,,2076,,,0
Manta ray,Mythic,Item,,2077,,,0
Maple bird house,Uncommon,Item,,2078,,,0
Maple blackjack,Rare,Item,,2079,,,0
Maple blackjack(d),Rare,Item,,2080,,,0
Maple blackjack(o),Rare,Item,,2081,,,0
Maple leaves,Common,Item,,2082,,,0
Maple logs,Uncommon,Item,,2083,,,0
Maple longbow,Uncommon,Item,,2084,Jewel of Misthalin,,0
Maple longbow (u),Uncommon,Item,,2085,,,0
Maple pyre logs,Common,Item,,2086,,,0
Maple roots,Common,Item,,2087,,,0
Maple sapling,Uncommon,Item,,2088,,,0
Maple seed,Uncommon,Item,,2089,,,0
Maple shield,Uncommon,Item,,2090,,,0
Maple shortbow,Uncommon,Item,,2091,Jewel of Misthalin,,0
Maple shortbow (u),Uncommon,Item,,2092,,,0
Maple stock,Uncommon,Item,,2093,Jewel of Misthalin,,0
Marble block,Rare,Item,,2094,,,0
Marble cape rack (flatpack),Rare,Item,,2095,,,0
Marble magic wardrobe (flatpack),Rare,Item,,2096,,,0
Marigold seed,Common,Item,,2097,Mages of the Shore,,0
Marigolds,Common,Item,,2098,,,0
Marlin,Legendary,Item,,2099,,,0
Marlin scales,Uncommon,Item,,2100,,,0
Marrentill,Common,Item,,2101,Humble Beginnings,,0
Marrentill potion (unf),Common,Item,,2102,,,0
Marrentill seed,Common,Item,,2103,Jewel of Misthalin,,0
Marrentill tar,Common,Item,,2104,,,0
Mask of ranul,Common,Item,,2105,,,0
Masori armour set (f),Legendary,Item,,2106,,,0
Masori body,Legendary,Item,,2107,,,0
Masori body (f),Legendary,Item,,2108,,,0
Masori chaps,Legendary,Item,,2109,,,0
Masori chaps (f),Legendary,Item,,2110,,,0
Masori mask,Legendary,Item,,2111,,,0
Masori mask (f),Legendary,Item,,2112,,,0
Master scroll book,Rare,Item,,2113,,,0
Master wand,Mythic,Item,,2114,,,0
Mature cider,Common,Item,,2115,,,0
Mature wmb,Common,Item,,2116,,,0
Meat pie,Uncommon,Item,,2117,,,0
Meat pizza,Rare,Item,,2118,,,0
Meat tenderiser,Rare,Item,,2119,,,0
Menaphite purple hat,Common,Item,,2120,,,0
Menaphite purple kilt,Common,Item,,2121,,,0
Menaphite purple robe,Common,Item,,2122,,,0
Menaphite purple top,Common,Item,,2123,,,0
Menaphite red hat,Common,Item,,2124,,,0
Menaphite red kilt,Common,Item,,2125,,,0
Menaphite red robe,Common,Item,,2126,,,0
Menaphite red top,Common,Item,,2127,,,0
Menaphite remedy,Mythic,Item,,2128,,,0
Merchant's paint,Common,Item,,2129,,,0
Merfolk trident,Common,Item,,2130,,,0
Metztonalli white,Common,Item,,2131,,,0
Minced meat,Common,Item,,2132,Mages of the Shore,,0
Mind altar teleport (tablet),Uncommon,Item,,2133,,,0
Mind bomb (keg),Common,Item,,2134,,,0
Mind bomb(m) (keg),Common,Item,,2135,,,0
Mind helmet,Common,Item,,2136,,,0
Mind rune,Common,Item,,2137,Humble Beginnings,,0
Mind rune pack,Common,Item,,2138,Jewel of Misthalin,,0
Mind shield,Common,Item,,2139,,,0
Mind talisman,Common,Item,,2140,Mages of the Shore,,0
Mind tiara,Common,Item,,2141,,,0
Mining helmet,Uncommon,Item,,2142,,,0
Mint cake,Common,Item,,2143,,,0
Mirror shield,Common,Item,,2144,Mages of the Shore,,0
Mist battlestaff,Uncommon,Item,,2145,,,0
Mist rune,Uncommon,Item,,2146,,,0
Mith grapple,Uncommon,Item,,2147,,,0
Mith grapple (unf),Common,Item,,2148,,,0
Mith grapple tip,Common,Item,,2149,,,0
Mithril 2h sword,Uncommon,Item,,2150,,,0
Mithril arrow,Uncommon,Item,,2151,Jewel of Misthalin,,0
Mithril arrowtips,Uncommon,Item,,2152,Emir’s Dominion,,0
Mithril axe,Uncommon,Item,,2153,Knights of Saradomin,,0
Mithril axe head,Uncommon,Item,,2154,Knights of Saradomin,,0
Mithril bar,Uncommon,Item,,2155,Emir’s Dominion,,0
Mithril battleaxe,Uncommon,Item,,2156,Humble Beginnings,,0
Mithril bolts,Uncommon,Item,,2157,Mages of the Shore,,0
Mithril bolts (unf),Uncommon,Item,,2158,Mages of the Shore,,0
Mithril boots,Uncommon,Item,,2159,,,0
Mithril brutal,Uncommon,Item,,2160,,,0
Mithril cannonball,Uncommon,Item,,2161,,,0
Mithril chainbody,Uncommon,Item,,2162,Knights of Saradomin,,0
Mithril claws,Uncommon,Item,,2163,The Concealed King,,0
Mithril crossbow,Uncommon,Item,,2164,Jewel of Misthalin,,0
Mithril crossbow (u),Uncommon,Item,,2165,Jewel of Misthalin,,0
Mithril dagger,Uncommon,Item,,2166,Jewel of Misthalin,,0
Mithril dart,Uncommon,Item,,2167,,,0
Mithril dart tip,Uncommon,Item,,2168,,,0
Mithril dragon mask,Common,Item,,2169,,,0
Mithril felling axe,Uncommon,Item,,2170,,,0
Mithril fire arrow,Uncommon,Item,,2171,,,0
Mithril full helm,Uncommon,Item,,2172,Fallen Empires,,0
Mithril full helm (g),Uncommon,Item,,2173,,,0
Mithril full helm (t),Uncommon,Item,,2174,,,0
Mithril gold-trimmed set (lg),Uncommon,Item,,2175,,,0
Mithril gold-trimmed set (sk),Uncommon,Item,,2176,,,0
Mithril halberd,Uncommon,Item,,2177,,,0
Mithril hasta,Uncommon,Item,,2178,,,0
Mithril javelin,Uncommon,Item,,2179,,,0
Mithril javelin tips,Uncommon,Item,,2180,,,0
Mithril keel parts,Uncommon,Item,,2181,,,0
Mithril kiteshield,Uncommon,Item,,2182,,,0
Mithril kiteshield (g),Uncommon,Item,,2183,,,0
Mithril kiteshield (t),Uncommon,Item,,2184,,,0
Mithril knife,Uncommon,Item,,2185,,,0
Mithril limbs,Uncommon,Item,,2186,Jewel of Misthalin,,0
Mithril longsword,Uncommon,Item,,2187,Jewel of Misthalin,,0
Mithril mace,Uncommon,Item,,2188,Knights of Saradomin,,0
Mithril med helm,Uncommon,Item,,2189,Fallen Empires,,0
Mithril nails,Uncommon,Item,,2190,,,0
Mithril ore,Uncommon,Item,,2191,Emir’s Dominion,,0
Mithril pick head,Uncommon,Item,,2192,,,0
Mithril pickaxe,Uncommon,Item,,2193,,,0
Mithril platebody,Uncommon,Item,,2194,Jewel of Misthalin,,0
Mithril platebody (g),Uncommon,Item,,2195,,,0
Mithril platebody (t),Uncommon,Item,,2196,,,0
Mithril platelegs,Uncommon,Item,,2197,Emir’s Dominion,,0
Mithril platelegs (g),Uncommon,Item,,2198,,,0
Mithril platelegs (t),Uncommon,Item,,2199,,,0
Mithril plateskirt,Uncommon,Item,,2200,Emir’s Dominion,,0
Mithril plateskirt (g),Uncommon,Item,,2201,,,0
Mithril plateskirt (t),Uncommon,Item,,2202,,,0
Mithril scimitar,Uncommon,Item,,2203,Emir’s Dominion,,0
Mithril seeds,Common,Item,,2204,,,0
Mithril set (lg),Uncommon,Item,,2205,,,0
Mithril set (sk),Uncommon,Item,,2206,,,0
Mithril spear,Uncommon,Item,,2207,Jewel of Misthalin,,0
Mithril sq shield,Uncommon,Item,,2208,Knights of Saradomin,,0
Mithril sword,Uncommon,Item,,2209,Jewel of Misthalin,,0
Mithril thrownaxe,Uncommon,Item,,2210,,,0
Mithril trimmed set (lg),Uncommon,Item,,2211,,,0
Mithril trimmed set (sk),Uncommon,Item,,2212,,,0
Mithril warhammer,Uncommon,Item,,2213,,,0
Mixed flowers,Common,Item,,2214,,,0
Mixed hide armour set,Uncommon,Item,,2215,,,0
Mixed hide base,Uncommon,Item,,2216,,,0
Mixed hide boots,Mythic,Item,,2217,,,0
Mixed hide cape,Mythic,Item,,2218,,,0
Mixed hide legs,Mythic,Item,,2219,,,0
Mixed hide top,Mythic,Item,,2220,,,0
Mixture - step 1,Common,Item,,2221,,,0
Mixture - step 2,Common,Item,,2222,,,0
Mokhaiotl waystone,Rare,Item,,2223,,,0
Mole claw,Uncommon,Item,,2224,Knights of Saradomin,,0
Mole skin,Uncommon,Item,,2225,Knights of Saradomin,,0
Mole slippers,Common,Item,,2226,,,0
Molten glass,Common,Item,,2227,Ports and POHs,,0
Monk's robe,Common,Item,,2228,Fallen Empires,,0
Monk's robe (g),Common,Item,,2229,,,0
Monk's robe (t),Common,Item,,2230,,,0
Monk's robe top,Common,Item,,2231,Fallen Empires,,0
Monk's robe top (g),Common,Item,,2232,,,0
Monk's robe top (t),Common,Item,,2233,,,0
Monkey bar,Common,Item,,2234,,,0
Monkey bones,Common,Item,,2235,,,0
Monkey nuts,Common,Item,,2236,,,0
Monkey tail,Uncommon,Item,,2237,,,0
Monkfish,Rare,Item,,2238,,,0
Monocle,Common,Item,,2239,,,0
Moon-lite,Common,Item,,2240,,,0
Moonclan teleport (tablet),Uncommon,Item,,2241,,,0
Moonlight antelope antler,Uncommon,Item,,2242,,,0
Moonlight antelope fur,Uncommon,Item,,2243,,,0
Moonlight antler bolts,Rare,Item,,2244,,,0
Moonlight mead,Common,Item,,2245,,,0
Moonlight mead (keg),Common,Item,,2246,,,0
Moonlight mead (player-owned house),Common,Item,,2247,,,0
Moonlight mead(m),Common,Item,,2248,,,0
Moonlight mead(m) (keg),Common,Item,,2249,,,0
Moonlight moth (item),Common,Item,,2250,,,0
Moonlight moth mix,Uncommon,Item,,2251,,,0
Mort myre fungus,Common,Item,,2252,,,0
Mort myre pear,Common,Item,,2253,,,0
Mort myre stem,Common,Item,,2254,,,0
Mort'ton teleport,Uncommon,Item,,2255,,,0
Mos le'harmless teleport,Uncommon,Item,,2256,,,0
Mottled eel,Common,Item,,2257,,,0
Mud battlestaff,Uncommon,Item,,2258,,,0
Mud pie,Common,Item,,2259,,,0
Mud rune,Uncommon,Item,,2260,,,0
Muddy key,Common,Item,,2261,,,0
Mummy's body,Common,Item,,2262,,,0
Mummy's feet,Common,Item,,2263,,,0
Mummy's hands,Common,Item,,2264,,,0
Mummy's head,Common,Item,,2265,,,0
Mummy's legs,Common,Item,,2266,,,0
Mushroom,Common,Item,,2267,,,0
Mushroom & onion,Common,Item,,2268,,,0
Mushroom pie,Rare,Item,,2269,,,0
Mushroom potato,Mythic,Item,,2270,,,0
Mushroom spore,Rare,Item,,2271,Jewel of Misthalin,,0
Musketeer hat,Common,Item,,2272,,,0
Musketeer pants,Common,Item,,2273,,,0
